"ブランドID","ブランド名","制限"
"2805","NASTY GAL(ナスティーギャル )",""
"2806","Not Rated(ノットレイテッド)",""
"2807","Prophetik(プロフェティック)",""
"2808","The Bella Cottage(ザベラコテージ )",""
"2810","Dissizit(ディスイズイット )",""
"2811","hotflops(ホットフロップス )",""
"2812","MAXJENNY(マックスジェニー)",""
"2813","IMPROVD(インプルーブドゥ )",""
"2814","Double Happiness(ダブルハピネス )",""
"2815","DB CLAY(ディービークレイ )",""
"2816","BEX ROX(ベックスロックス )",""
"2817","Ripstik(リップスティック )",""
"2818","Gabriella Rocha(ガブリエラ ロカ )",""
"2819","TABITHA SIMMONS(タビサシモンズ )",""
"2820","DoDori Csengeri(ドリチャングリ )",""
"2821","Caribou Coffee(カリブコーヒー )",""
"2822","Sharon Wauchob(シャロンワコブ )",""
"2823","Tania Spinelli(タニアスピネリ)",""
"2824","nanette lepore(ナネットレポー )",""
"2825","PALOMA BARCELO(パロマバルセロ )",""
"2826","Bennett Malibu(ベネットマリブ)",""
"2827","Yoana Baraschi(ヨアナバラシー)",""
"2828","MSGM(エムエスジイエム)",""
"2829","Elliott Lucca(エリオットルカ)",""
"2830","GAIL SORRONDA(ゲイルソロンダ )",""
"2831","Cecilia Prado(セシリアプラド)",""
"2832","Nellie Partow(ネリーパートウ)",""
"2833","XIMENA VALERO(ヒメナヴァレロ )",""
"2834","Magali Pascal(マガリパスカル)",""
"2835","Maria La Rosa(マリアラローザ )",""
"2836","malcolm betts(マルコムベッツ)",""
"2837","Miss Ferriday(ミスフェリディ)",""
"2838","MELANIE MARiE(メラニーマリー)",""
"2839","YOTAM SOLOMON(ヨタムソロモン)",""
"2840","lucca couture(ルカクチュール )",""
"2841","Rozae Nichols(ロザエニコルズ)",""
"2842","Otazu(オタヅ)",""
"2843","ARIDZA BROSS(アリッサブロス)",""
"2844","Ileana Makri(イリーナマクリ )",""
"2845","Uttam London(ウタムロンドン)",""
"2846","Elliott Mann(エリオットマン )",""
"2847","Erica Weiner(エリカワイナー)",""
"2848","Elvira Sazes(エルビラサゼス )",""
"2849","karma living(カルマリビング )",""
"2850","SAKURA BLOOM(サクラブルーム )",""
"2851","Serpui Marie(セルプイマリー )",""
"2852","SOPHIE HULME(ソフィーヒュルム)",""
"2853","DALLIN CHASE(ダリンチェース)",""
"2854","DayNa Decker(デイナデッカー)",""
"2855","BIJOUX HEART(ビジューハート )",""
"2856","Heavenly Ham(ヘブンリーハム )",""
"2857","Makin Jan Ma(マーキンヤンマ )",""
"2858","Maya Brenner(マヤブレンナー )",""
"2859","Marcia Moran(マルシアモラン)",""
"2860","Mosser Glass(モッサーグラス )",""
"2861","YOCHI DESIGN(ヨーキデザイン )",""
"2862","Lamis Khamis(ラミスカーミス)",""
"2863","Reece Hudson(リースハドソン )",""
"2864","Lena Bernard(リナ バーナード )",""
"2865","Robyn Rhodes(ロビンローデス )",""
"2866","ARCHIPELAGO(アーキペラーゴ )",""
"2867","ANNDRA NEEN(アンドラニーン )",""
"2868","ITAY MALKIN(イテイマルキン)",""
"2869","Via Christa(ヴィアクリスタ )",""
"2870","Ellie shoes(エリーシューズ )",""
"2871","Eryn brinie(エリン ブリニー )",""
"2872","Only Hearts(オンリーハーツ )",""
"2873","Kirt Holmes(カートホームズ)",""
"2874","Cover Style(カバースタイル)",""
"2875","cool change(クールチェンジ)",""
"2876","Ground Zero(グラウンドゼロ)",""
"2877","Glen Prince(グレンプリンス )",""
"2878","Kevandbelle(ケヴァンドベル )",""
"2879","Saskia Diez(サスキアディツ)",""
"2880","Jules Smith(ジュールスミス )",""
"2881","Zirconmania(ジルコンマニア )",""
"2882","Sestra Moja(セストラモジャ )",""
"2883","Timmy Woods(ティミーウッズ )",""
"2884","DEVI KROELL(デヴィクロエル )",""
"2885","Total Skull(トータルスカル )",""
"2886","Nieves Lavi(ニーヴスラヴィ)",""
"2887","PIERO GUIDI(ピエログイディ )",""
"2888","pink poodle(ピンクプードル )",""
"2889","fleamadonna(フリーマドンナ )",""
"2890","plomo shoes(プロモシューズ )",""
"2891","HOORSENBUHS(ホーセンブース )",""
"2892","Maria Elena(マリアエレーナ )",""
"2893","Marina Fini(マリーナフィニ )",""
"2894","Laila Azhar(ライラアザール )",""
"2895","Renee Lewis(レニーレウィス)",""
"2896","Work Custom(ワーク カスタム )",""
"2897","ADIA KIBUR(アディアキブラ)",""
"2898","AFFLICTION(アフリクション )",""
"2899","Olsen Haus(オルセンハウス )",""
"2900","KidViskous(キッドビスカス )",""
"2901","Geren Ford(ゲレンフォード )",""
"2902","Saladworks(サラダワークス )",""
"2903","The Extras(ジエクストラス )",""
"2904","Jenny Yuen(ジェニーユエン)",""
"2905","Six Scents(シックスセント )",""
"2906","SUGAR CANE(シュガーケーン)",""
"2907","Jovonnista(ジョヴォニスタ )",""
"2908","DAMIR DOMA(ダミールドーマ )",""
"2909","taylorsays(テイラーセイズ )",""
"2910","TRINA TURK(トリーナターク)",""
"2911","NEON GREEN(ネオングリーン )",""
"2912","Farylrobin(ファリルロビン )",""
"2913","FLY LONDON(フライロンドン)",""
"2914","FLEET ILYA(フリートイリヤ )",""
"2915","fred flare(フレッドフレア )",""
"2916","Paper Hart(ペーパーハート)",""
"2917","Mary meyer(マリーメイヤー )",""
"2918","MEGAN PARK(ミーガンパーク )",""
"2919","minimarket(ミニマーケット)",""
"2920","Rich Rocks(リッチロックス )",""
"2921","Ruby Rocks(ルビーロックス)",""
"2922","Layla Racy(レイラレイシー )",""
"2923","ROCKET DOG(ロケットドッグ)",""
"2924","Imitation(イミテーション )",""
"2925","HEIMSTONE(エイムストーン )",""
"2926","Elmostone(エルモストーン)",""
"2927","OndadeMar(オンデードマー )",""
"2928","GATTINONI(ガッティノーニ )",""
"2929","COOL CATS(クールキャッツ )",""
"2930","GREYHOUND(グレイハウンド)",""
"2931","Zac Posen(ザックポーゼン )",""
"2932","JOSH GOOT(ジョシュグート )",""
"2933","SKINGRAFT(スキングラフト )",""
"2934","Dinosoles(ダイナソールズ )",""
"2935","Debenhams(ディベンハムズ )",""
"2936","TED BAKER(テッドベーカー)",""
"2937","Neurotica(ニューロティカ)",""
"2938","BACKSTAGE(バックステージ )",""
"2939","Bejeweled(ビージュエルド )",""
"2940","Freestyle(フリースタイル)",""
"2941","Fleurings(フルーリングス )",""
"2942","Brokedown(ブロークダウン )",""
"2943","BETA UNIT(ベータユニット)",""
"2944","Mark Fast(マークファスト )",""
"2945","Manastash(マナスタッシュ)",""
"2946","Rory Beca(ローリーベッカ )",""
"2947","ARNSDORF(アーンズドーフ )",""
"2948","Instyler(インスタイラー)",""
"2949","INDUSTRIE(インダストリー)",""
"2950","ENDTIMES(エンドタイムズ )",""
"2951","SIX PACK(シックスパック )",""
"2952","SWILDENS(スウィルデンズ)",""
"2953","TANKFARM(タンクファーム )",""
"2954","BEAN DIP(ビーンディップ )",""
"2955","Fleabags(フリーバッグス)",""
"2956","LAZY OAF(レイジーオーフ)",""
"2957","ROSEGOLD(ローズゴールド )",""
"2958","Warmbat(ウォームバット )",""
"2959","Scanty(スキャンティー)",""
"2960","Brandybrazilets(ブラジレッツ )",""
"2961","ALTRU(オールトゥルー)",""
"2962","nikknili lotan(ニリロータン )",""
"2963","GARA DANIELLE(ガラダニエル )",""
"2964","The Battalion(ザバタリオン)",""
"2965","Susana Monaco(スサナモナコ )",""
"2966","Minna Parikka(ミナパリッカ )",""
"2967","Mimi Holliday(ミミホリデー)",""
"2968","Ingwa Melero(インガメレロ)",""
"2969","Onna Ehrlich(オナエリッチ)",""
"2970","Cri de Coeur(クリドクール)",""
"2971","KELSI DAGGER(ケルシダガー)",""
"2972","Sur La Table(サラテーブル)",""
"2973","GIACOMORELLI(ジァコモレリ )",""
"2974","Sheri Bodell(シェリ ボデル )",""
"2975","JEAN COLONNA(ジャンコロナ )",""
"2976","Them Atelier(ゼムアトリエ)",""
"2977","Donna Mizani(ダナミザーニ)",""
"2978","DEB(ディーイービー )",""
"2979","Dav(ディーエーブイ)",""
"2980","DGK(ディージーケー )",""
"2981","TBA(ティービーエー)",""
"2982","Donna Morgan(ドナモーガン )",""
"2983","BISOU BIJOUX(ビスシジュー )",""
"2984","blur leather(ブラーレザー )",""
"2985","Bryna Nicole(ブリナニコル)",""
"2986","Mara Hoffman(マラ ホフマン)",""
"2987","LISE CHARMEL(リズシャメル )",""
"2988","Rinascimento(リナシメント )",""
"2989","Rogan and Target Clothing Line(ローガン　 )",""
"2990","Rosena Sammi(ロゼナサミー )",""
"2991","Alanna Bess(アランナベス )",""
"2992","Elie Tahari(エリータハリ )",""
"2993","calico juno(カリコジュノ)",""
"2994","Suzanna Dai(スザンナダイ )",""
"2995","Seda France(セダフランス )",""
"2996","Donna Karan(ダナキャラン )",""
"2997","THOM BROWNE(トムブラウン)",""
"2998","Knock Knock(ノックノック)",""
"2999","Hellz Bellz(ヘルツベルツ)",""
"3000","Beau Soleil(ボーソレイユ )",""
"3001","MAGGIE WARD(マギーワード)",""
"3002","MANIA MANIA(マニアマニア )",""
"3003","YaYa Aflalo(ヤヤアフラロ )",""
"3004","Johann Earl(ヨハンアール )",""
"3005","Rough Roses(ラフローゼス )",""
"3006","Lala BERLIN(ララベルリン)",""
"3007","Lisa Freede(リサフリード)",""
"3008","Rue du Mail(ルードメール )",""
"3009","Lenora Dame(レノラデイム )",""
"3010","Etincelles(エティンセル)",""
"3011","ELAINE KIM(エラインキム)",""
"3012","OSSA MONDO(オッサモンド )",""
"3013","Hormiguita(オルミギータ)",""
"3014","Claw Money(クローマネー)",""
"3015","TILA MARCH(ティラマーチ )",""
"3016","Duro Olowu(ドゥロオロウ )",""
"3017","Nina Segal(ニナシーガル )",""
"3018","PATTERNITY(パターニティ)",""
"3019","BIG BUDDHA(ビッグブッダ)",""
"3020","Blee inara(ブリーイナラ)",""
"3021","Miss Unkon(ミスアンコン )",""
"3022","LOVE HEALS(ラブヒールズ )",""
"3023","LA Redoute(ラルドゥート)",""
"3024","LYNN ADLER(リンアドラー)",""
"3025","Lulu Frost(ルルフロスト )",""
"3026","ALTUZARRA(アルトゥザラ )",""
"3027","illesteva(イレステーバ )",""
"3028","VITA FEDE(ヴィタフェデ)",""
"3029","Vena Cava(ヴェナカヴァ)",""
"3030","Vera Wang(ヴェラウォン)",""
"3031","VERO MODA(ヴェロモーダ )",""
"3032","Wednesday(ウェンズデイ)",""
"3033","ELLY CLAY(エリークレイ )",""
"3034","Elie Saab(エリーサーブ)",""
"3035","KORK EASE(コークイーズ )",""
"3036","Conquette(コンクエット)",""
"3037","She Bible(シーバイブル )",""
"3038","SHAY TODD(シャイトッド)",""
"3039","Joomi Lim(ジューミリム )",""
"3040","Testament(テスタメント)",""
"3041","Dollhouse(ドールハウス )",""
"3042","NENE BAGS(ネネバッグズ )",""
"3043","PARADIZIA(パラディジア )",""
"3044","BILLYKIRK(ビリーカーク)",""
"3045","Lia Molly(リアモーリー )",""
"3046","LIQUORISH(リカリッシュ)",""
"3047","Lewis Cho(ルイスチョー )",""
"3048","Rose Anna(ローズアンナ )",""
"3049","LOLA CRUZ(ローラクルス )",""
"3050","rosantica(ロザンティカ )",""
"3051","RockROCKERS NYC(ロッカーズNYC )",""
"3052","ANITA KO(アニータコー )",""
"3053","A Moment(アモーメント)",""
"3054","Vanguard(ヴァンガード)",""
"3055","Ecoganik(エコガニック)",""
"3056","KILLCITY(キルシティー )",""
"3057","KushKush(クシュクシュ)",""
"3058","Good Wood NYC(グッドウッド エヌワイシー)",""
"3059","Grey Ant(グレイアント )",""
"3060","Seafolly(シーフォリー)",""
"3061","serefina(セレフィーナ)",""
"3062","sol baby(ソルベイビー )",""
"3063","Daftbird(ダフトバード )",""
"3064","DION LEE(ディオンリー)",""
"3065","THIS ILK(ディスイルク )",""
"3066","TOO LATE(トゥーレイト )",""
"3067","Toddland(トッドランド )",""
"3068","nooworks(ヌーワークス )",""
"3069","VANITIES(バニティーズ )",""
"3070","HABITUAL(ハビチュアル )",""
"3071","FIORELLI(フィオレッリ )",""
"3072","PRIMROSE(プリムローズ )",""
"3073","WHISTLES(ホイッスルズ)",""
"3074","Marciano(マルシアーノ )",""
"3075","MISS WAX(ミスワックス)",""
"3076","Lifetime(ライフタイム )",""
"3077","Republic(リパブリック )",""
"3078","Isharya(アイシャーヤ )",""
"3079","ANNTIAN(アンティアン )",""
"3080","VIVETTA(ヴィヴェッタ )",""
"3081","EXTASIA(エクスタシア )",""
"3082","Eskuche(エスクーチェ )",""
"3083","Eberjey(エバージェイ)",""
"3084","L Space(エルスペース)",""
"3085","KOWBOYS(カウボーイズ )",""
"3086","Jee vice eyewear(ジーバイス )",""
"3087","Jamison(ジェイミソン )",""
"3088","Zipcode(ジップコード )",""
"3089","JOVEEBA(ジョヴィーバ )",""
"3091","Tatoosh(タトゥーシュ )",""
"3092","daytrip(デイトリップ )",""
"3093","NEW KID(ニューキッド)",""
"3094","Bounkit(バウンキット )",""
"3095","BAMFORD(バンフォード)",""
"3096","Blugirl(ブルーガール)",""
"3097","redfoot(レッドフット )",""
"3098","AIAIAI(アイアイアイ)",""
"3099","Victim(ヴィクティム )",""
"3100","WESSEX(ウェセックス )",""
"3101","cneeon(ツェーネオン )",""
"3102","SWASH LONDON(スウォッシュ ロンドン)",""
"3103","Matix(マティックス )",""
"3104","VPL(ヴイピーエル)",""
"3105","ABS(エービーエス)",""
"3106","CCS(シーシーエス)",""
"3107","CCC(シーシーシー )",""
"3108","PERRIN Paris(ペランパリ )",""
"3109","Yukiko PARIS(ユキコパリ)",""
"3110","Lesa Wallace(レサワリス)",""
"3111","CLARE TOUGH(クレアタフ )",""
"3112","Sari gueron(サリゲロン )",""
"3113","sissi rossi(シシロッシ )",""
"3114","Tataborello(タタボレロ)",""
"3115","TV(ティーヴィー)",""
"3116","Mini Shatsu(ミニ シャツ )",""
"3117","Linea Pelle(リネアペレ)",""
"3118","SIGNORELLI(シニョレリ )",""
"3119","Heelarious(ヘラリアス )",""
"3120","Pelle Moda(ペレモーダ )",""
"3121","Martha Rey(マーサレイ )",""
"3122","MetroMamma(メトロママ )",""
"3123","YEOJIN BAE(ヨジンバエ)",""
"3125","Aloha Rag(アロハラグ )",""
"3126","Umbrellas(アンブレラ)",""
"3127","KAPOW WOW(カポウワオ )",""
"3128","Classique(クラシーク )",""
"3129","XAGON MAN(ザゴンマン )",""
"3130","Chico bag(チコバッグ )",""
"3131","Derek Lam(デレクラム )",""
"3132","TODD LYNN(トッドリン)",""
